"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
317715,"Cosy &Design apartment for 4 people",1630863,"Jez",NA,"Buttes-Montmartre",48.89376,2.34571,"Entire home/apt",90,2,71,"1560700800",0.81,2,338
318358,"LOFT WITH TERRACE, IDEAL FAMILY",1633839,"Paul",NA,"Entrepôt",48.88418,2.36513,"Entire home/apt",218,6,1,"1468512000",0.03,1,300
320698,"PARISIAN LOFT 3 BEDROOMS",1638040,"Christine",NA,"Louvre",48.862,2.3487,"Entire home/apt",210,5,26,"1505318400",0.31,1,0
321300,"Bright Paris apartment with terrace",1645796,"Calvin",NA,"Popincourt",48.8546,2.38864,"Entire home/apt",72,3,0,"",NA,1,0
321624,"Charming 2 bdrm apt near Bastille",533714,"Virgile",NA,"Popincourt",48.8559,2.38189,"Entire home/apt",70,4,65,"1561737600",0.74,1,31
321897,"2-bedroom flat in Paris downtown",1648484,"Benedicte",NA,"Popincourt",48.86404,2.37324,"Entire home/apt",130,2,169,"1561392000",2.08,1,167
322539,"Paris Etoile - Private rooms Loft",1651361,"Baidy",NA,"Passy",48.87487,2.28762,"Private room",55,2,224,"1561305600",2.48,1,263
322881,"Cozy Marais Apt in Paris, Rambuteau",1653044,"Shawn",NA,"Temple",48.86136,2.35545,"Entire home/apt",150,2,21,"1488816000",0.23,2,0
323132,"PANORAMIC VIEW, calm, nice area,3 nights minimum",1654538,"Eveline",NA,"Popincourt",48.86359,2.37532,"Entire home/apt",120,6,7,"1561824000",0.11,1,189
323270,"74M2 Notre Dame Saint Germain",1602690,"Host In Paris",NA,"Panthéon",48.85096,2.35044,"Entire home/apt",99,30,19,"1559750400",0.22,24,226
323292,"Saint Germain Apartment Beams",1602690,"Host In Paris",NA,"Luxembourg",48.8542,2.33743,"Entire home/apt",98,30,28,"1556467200",0.32,24,313
323783,"Bienvenue à Paris !",648382,"Erwann",NA,"Buttes-Chaumont",48.88998,2.37633,"Private room",40,1,5,"1334937600",0.06,1,363
324431,"Quiet 2 bedroom - Paris Bastille",1613616,"Yann",NA,"Hôtel-de-Ville",48.85287,2.36522,"Entire home/apt",40,21,0,"",NA,1,0
325119,"Appartement de charme",1663408,"Pierre",NA,"Buttes-Chaumont",48.89057,2.38328,"Entire home/apt",69,2,15,"1521388800",0.17,1,0
325263,"The Montmartre suite",719772,"Aurore",NA,"Buttes-Montmartre",48.89215,2.33927,"Entire home/apt",80,7,30,"1561824000",0.35,1,115
325333,"Loft Terrace Arty Canal St Martin",1664385,"Bertrand",NA,"Buttes-Chaumont",48.87837,2.38388,"Entire home/apt",190,2,13,"1522425600",0.15,1,259
325880,"Beautiful apt, Montmartre/Opera, Hip and Central.",1666814,"Charles",NA,"Opéra",48.87874,2.3389,"Entire home/apt",195,3,256,"1562256000",3.09,1,264
326189,"House Boat - Center Paris, Louvre  ",1606372,"Gaetan",NA,"Palais-Bourbon",48.8617,2.32525,"Private room",90,3,145,"1560700800",1.64,1,326
328271,"So parisian ! Sunny 4 Br appt in Montmartre",1677587,"Mathilde",NA,"Buttes-Montmartre",48.88264,2.33785,"Entire home/apt",250,5,28,"1556985600",0.33,1,5
328695,"Cosy B&B in the heart of Paris",1678893,"Wladimir",NA,"Entrepôt",48.8761,2.35597,"Private room",100,3,127,"1541865600",1.43,1,194
328697,"Pantheon's apartment best of Paris 4/5P Wi-Fi",861010,"Alain",NA,"Luxembourg",48.84687,2.34005,"Entire home/apt",135,6,216,"1561910400",2.42,2,272
328847,"very nice apartment under roofs",1679255,"François",NA,"Ménilmontant",48.87127,2.3946,"Entire home/apt",35,6,22,"1469548800",0.25,1,0
330030,"Charming and cozy Montparnasse flat",76355,"Julia Et Lucas",NA,"Vaugirard",48.84255,2.31819,"Entire home/apt",98,30,6,"1558713600",0.18,18,360
332253,"Bright, quiet & spacious apartment",1693563,"Laure",NA,"Buttes-Montmartre",48.88448,2.35947,"Entire home/apt",150,4,83,"1561046400",0.95,1,140
332670,"Sunny studio, rue Oberkampf",1694065,"Eva",NA,"Popincourt",48.86621,2.38108,"Entire home/apt",45,270,0,"",NA,2,356
333104,"Ideal for exploring Paris",1697377,"Jonathan",NA,"Buttes-Chaumont",48.87347,2.37748,"Private room",60,2,19,"1545494400",0.21,1,364
334292,"Charming 2br haussmannian 50 sqm on garden",1701937,"Aymeric",NA,"Ménilmontant",48.8686,2.39523,"Entire home/apt",69,60,9,"1552233600",0.55,2,89
334304,"St Germain des près,Odéon, Sorbonne",1703088,"Marc",NA,"Luxembourg",48.84427,2.3286,"Private room",80,1,110,"1546272000",1.23,1,160
334395,"Stylish Haussmannian 2 br 50m2 on garden",1701937,"Aymeric",NA,"Ménilmontant",48.86824,2.39558,"Entire home/apt",70,3,33,"1552579200",1.54,2,0
335003,"Cosy parisian loft near Le Louvre - Champs Elysées",1706168,"Christine",NA,"Louvre",48.86608,2.32594,"Shared room",85,1,42,"1561132800",0.47,1,0
335306,"paris mouffetard quartier latin",1707370,"Antonin",NA,"Panthéon",48.83792,2.35313,"Entire home/apt",35,21,18,"1558713600",0.21,1,282
336528,"Charming Apartment in Montmartre",1688426,"Stéphane",NA,"Buttes-Montmartre",48.88494,2.33297,"Entire home/apt",70,3,20,"1555430400",0.71,2,44
336904,"Sunny Private Fully-Furnished Guest Studio",135024,"Kay",NA,"Buttes-Montmartre",48.88966,2.3532,"Private room",65,1,355,"1562515200",4,2,0
338811,"Charming renewed apartment in Paris",1720785,"Françoise",NA,"Popincourt",48.86014,2.37906,"Entire home/apt",65,5,62,"1515340800",0.7,1,0
339613,"Maison de charme avec jardin, Paris",1724209,"Christophe",NA,"Observatoire",48.82916,2.31834,"Entire home/apt",440,3,1,"1414166400",0.02,1,0
339752,"Perfect Pied à Terre Paris Marais",1646944,"Joanna",NA,"Temple",48.86389,2.35169,"Entire home/apt",150,6,8,"1558972800",0.11,16,253
340048,"BEST PLACE TO STAY EIFFEL TOWER !!!",1703879,"Celine",NA,"Palais-Bourbon",48.86239,2.30526,"Entire home/apt",270,5,2,"1348243200",0.02,1,22
341124,"PARIS XI AMAZING COZY STUDIO",1730137,"Rosaria",NA,"Popincourt",48.85794,2.3875,"Entire home/apt",70,4,28,"1562083200",0.34,1,236
342532,"Paris  pleasant quiet  1-4 people CLIM/ NO TOBACCO",1706578,"Florence",NA,"Reuilly",48.84474,2.40667,"Entire home/apt",115,10,7,"1524153600",0.08,1,290
342902,"Studio with terrace in Montparnasse",1739866,"Sophie",NA,"Vaugirard",48.84445,2.31775,"Entire home/apt",76,3,42,"1562342400",0.48,3,296
343648,"Studio la Garçonniere Paris-Marais",1738418,"Virginie",NA,"Hôtel-de-Ville",48.85894,2.3568,"Entire home/apt",83,2,383,"1560009600",4.57,1,185
343721,"family and friends in center of paris",1744083,"Patrice",NA,"Temple",48.86238,2.35442,"Entire home/apt",400,4,79,"1562169600",0.96,2,141
343862,"Beautiful loft, heart of Paris",1744480,"Anne",NA,"Louvre",48.85855,2.34389,"Entire home/apt",188,4,64,"1562428800",0.74,1,355
344230,"Appt centre historique de Paris",1746036,"Marie-Pierre",NA,"Panthéon",48.84797,2.34913,"Entire home/apt",100,5,24,"1561478400",0.28,1,54
344258,"A cosy apartment in central Paris!",1746199,"Amel",NA,"Popincourt",48.86124,2.37094,"Private room",50,2,197,"1561910400",2.21,1,338
344366,"Place de l'Odéon - En bail mobilité",1746701,"Frederic",NA,"Luxembourg",48.85115,2.33872,"Entire home/apt",120,3,56,"1560873600",0.98,1,47
344390,"Under the Montmartre Sun ! Opera",213820,"Nicolas",NA,"Opéra",48.87933,2.34727,"Entire home/apt",79,3,164,"1560355200",1.84,1,0
345341,"A last floor flat next to the Canal",1751542,"Hélène Abigail",NA,"Buttes-Chaumont",48.89436,2.38348,"Entire home/apt",65,3,34,"1561651200",0.76,1,306
346619,"PARIS CHARONNE",1757223,"Violette",NA,"Ménilmontant",48.85402,2.39838,"Private room",78,3,5,"1528992000",0.23,3,8
347470,"Light, Modern and Cheerful Studio!!",1750128,"Sabine",NA,"Buttes-Montmartre",48.88929,2.35533,"Entire home/apt",45,15,8,"1537632000",0.09,1,282
347698,"Charming and central in Le Marais",1761624,"Pierre",NA,"Temple",48.86228,2.36155,"Entire home/apt",90,3,95,"1560182400",1.06,1,3
347730,"B&B on top of Buttes Chaumont",1762402,"Benoit",NA,"Buttes-Chaumont",48.87645,2.39527,"Private room",49,3,104,"1556726400",1.17,2,8
348037,"Cool apt. by the canal with wi-fi!",1557351,"Jason",NA,"Entrepôt",48.87284,2.36259,"Entire home/apt",80,4,56,"1561132800",1.69,1,5
348577,"Montmartre (not quite Amélie!)",1766257,"Elizabeth",NA,"Buttes-Montmartre",48.88874,2.3445,"Entire home/apt",85,4,21,"1560700800",0.24,1,130
348747,"Beautiful XIX c. Style Apartment",1767140,"Sylvia",NA,"Élysée",48.88206,2.32527,"Entire home/apt",210,1,128,"1562256000",1.96,1,191
349296,"Le Marais, sunny flat with amazing view",1769269,"Charlie",NA,"Hôtel-de-Ville",48.85706,2.35848,"Entire home/apt",125,1,318,"1561478400",3.56,1,5
349335,"Loft character with a view of court",1769987,"Patrick",NA,"Buttes-Chaumont",48.8874,2.3849,"Entire home/apt",200,4,24,"1545667200",0.3,1,195
350092,"STUDIO IN THE HEART OF MONTMARTRE",1774024,"Blandine",NA,"Buttes-Montmartre",48.88467,2.33586,"Entire home/apt",70,10,19,"1439913600",0.22,1,0
350571,"Pretty flat historical Paris center",1776024,"Lucile",NA,"Luxembourg",48.85209,2.3338,"Entire home/apt",90,3,166,"1561824000",1.89,1,9
352851,"Views, 6 rooms, 120m2 : large, bright & beautiful!",1420560,"José",NA,"Buttes-Montmartre",48.8845,2.33813,"Entire home/apt",160,2,221,"1562688000",2.5,1,82
353608,"Nice apprt belleville-oberkampf",1790962,"Stephane",NA,"Popincourt",48.86877,2.37982,"Entire home/apt",80,5,37,"1561996800",0.44,1,154
354372,"Amazing view of Paris from balcony",1336988,"Mathieu Et Sonia",NA,"Popincourt",48.86797,2.37941,"Entire home/apt",70,5,1,"1414080000",0.02,1,28
354427,"CHARMING PARISIAN APARTMENT",1786880,"Alice",NA,"Entrepôt",48.88238,2.36263,"Entire home/apt",65,3,0,"",NA,1,0
354929,"Apartment, Paris center, Marais",1797165,"Stephane",NA,"Bourse",48.86867,2.35134,"Entire home/apt",90,4,74,"1561046400",1.21,1,330
356213,"Bedroom next to the Plaza",1802844,"Olivier",NA,"Élysée",48.86523,2.302,"Private room",118,2,80,"1561824000",0.9,1,55
361133,"one bedroom LATIN QUARTER",1802008,"Anémone",NA,"Panthéon",48.84467,2.34978,"Entire home/apt",130,3,16,"1521388800",0.18,19,346
364567,"PARIS IN THE HEART du12é",1841982,"Franck",NA,"Reuilly",48.84151,2.38698,"Entire home/apt",100,7,68,"1530288000",0.78,1,243
364761,"Chambre en appartement Paris centre",1842634,"Maria",NA,"Luxembourg",48.84292,2.33453,"Private room",44,1,219,"1546272000",4.39,1,0
366110,"Full furnished 40m2",1848496,"Didier",NA,"Opéra",48.88221,2.33497,"Entire home/apt",75,4,2,"1401379200",0.03,1,0
368573,"Luxurious 2bdrm in Le Marais",205988,"Diana",NA,"Temple",48.86134,2.35439,"Entire home/apt",500,4,44,"1562342400",0.87,2,341
370340,"The Real Paris / Charme/ Le Marais",1658670,"Vladimir",NA,"Temple",48.86539,2.36076,"Entire home/apt",178,5,0,"",NA,1,99
371299,"NEW FLAT IN MARAIS RUE DES ARCHIVES",1870265,"Thomas",NA,"Hôtel-de-Ville",48.85752,2.35701,"Entire home/apt",145,3,385,"1562601600",4.35,3,1
371716,"BEAUTIFUL HAUT MARAIS APARTMENT",1816135,"Eric",NA,"Temple",48.86316,2.36036,"Entire home/apt",160,9,37,"1558886400",0.44,1,190
371862,"loft in Paris (Belleville)",1872631,"Veronique",NA,"Entrepôt",48.87283,2.37165,"Entire home/apt",99,3,26,"1551542400",0.31,1,16
372879,"Appartement calme au centre de Paris, tout équipé.",1876396,"Samuel",NA,"Panthéon",48.83695,2.35114,"Entire home/apt",80,2,122,"1561910400",5.53,1,26
373070,"Center Paris at Latin Quarter",168064,"Kamila",NA,"Panthéon",48.84755,2.35287,"Private room",102,1,437,"1562515200",4.92,3,172
374015,"Paris, Opéra, folies bergères, theater",1881878,"Vincent",NA,"Opéra",48.87936,2.34588,"Entire home/apt",95,1,231,"1561824000",2.6,2,317
374935,"GRANDS BOULEVARDS MODERN APARTMENT",500672,"Jean-François",NA,"Entrepôt",48.87449,2.34883,"Entire home/apt",114,3,161,"1561910400",1.82,2,321
375434,"Franklin",683140,"Oscar",NA,"Élysée",48.8686,2.30909,"Entire home/apt",375,6,12,"1532448000",0.14,1,25
376034,"Modern apt - Center of Paris",1886011,"Victor",NA,"Popincourt",48.86424,2.36679,"Entire home/apt",110,5,95,"1503936000",1.07,1,159
377276,"AMAZING  NEW REMODELED 1 BED APT BY EIFFEL TOWER",404884,"Isabella",NA,"Vaugirard",48.8484,2.29675,"Entire home/apt",80,12,16,"1492531200",0.18,1,0
378233,"appartment faubourg saint antoine",1900008,"Isaline",NA,"Popincourt",48.85205,2.37733,"Entire home/apt",180,4,8,"1405008000",0.09,1,25
378714,"Cosy 2 rooms flat  - Nearby Eiffel Tower.",796634,"Nicolas",NA,"Vaugirard",48.84139,2.2927,"Entire home/apt",110,7,24,"1561910400",0.27,1,128
380239,"Bienvenue aux Batignolles!",1908045,"Melanie",NA,"Batignolles-Monceau",48.88866,2.31615,"Entire home/apt",80,3,0,"",NA,1,0
383284,"COSY  2ROOM APT - CANAL ST MARTIN",1697461,"Antoine",NA,"Entrepôt",48.87275,2.37221,"Entire home/apt",80,8,30,"1556294400",0.34,1,0
383550,"PERFECT PARISIAN STAY for 2-ONCANAL",1824328,"Umberto",NA,"Entrepôt",48.87203,2.36318,"Entire home/apt",60,2,84,"1560009600",1.13,2,306
383975,"Studio Gros Caillou",1802008,"Anémone",NA,"Palais-Bourbon",48.85918,2.30797,"Entire home/apt",110,3,10,"1555689600",0.12,19,365
384990,"Nice & charming in Paris best area",1927400,"Alice",NA,"Opéra",48.88174,2.34535,"Entire home/apt",155,3,37,"1560960000",0.42,1,365
386220,"Charming studio next to Notre-Dame",1932944,"Catherine",NA,"Panthéon",48.85037,2.34729,"Entire home/apt",80,7,36,"1560528000",0.41,1,194
390984,"AMAZING TERRACE WITH EIFFEL TOWER VIEW",1955579,"Olivier",NA,"Buttes-Montmartre",48.88549,2.34131,"Entire home/apt",150,3,153,"1562169600",1.78,1,196
391189,"Cosy quiet room in central Paris",1956466,"Philippe",NA,"Reuilly",48.83741,2.39839,"Private room",57,2,419,"1562342400",4.86,2,6
393434,"Cosy apartment in the artist area",1967506,"Julien",NA,"Buttes-Montmartre",48.88365,2.34381,"Entire home/apt",89,3,64,"1546617600",0.84,1,0
395110,"Cozy apartment in Paris 16th",1974873,"Caroline",NA,"Passy",48.84001,2.26527,"Entire home/apt",40,2,1,"1459612800",0.03,1,0
395585,"Paris,lux family duplex 130m² 5pax",1976948,"Laurence",NA,"Batignolles-Monceau",48.88804,2.29371,"Entire home/apt",185,2,56,"1503072000",0.66,1,0
396355,"Luxury flat Invalides/Musée Rodin",1980592,"June",NA,"Palais-Bourbon",48.85598,2.31607,"Entire home/apt",125,5,85,"1556553600",0.98,1,314
396600,"Charming apt in the heart of Paris",1914231,"Bertrand",NA,"Entrepôt",48.88195,2.35786,"Entire home/apt",119,3,6,"1434729600",0.08,1,0
396824,"Studio for two between Montmarte",1630863,"Jez",NA,"Buttes-Montmartre",48.89306,2.34715,"Entire home/apt",59,2,72,"1560787200",0.83,2,365
397652,"2 bedroom apartment near Louvre",205988,"Diana",NA,"Louvre",48.8673,2.33273,"Entire home/apt",200,3,16,"1560441600",0.18,2,246
397753,"Appartement  52 m² Père Lachaise",1987047,"Camille",NA,"Popincourt",48.86005,2.38043,"Entire home/apt",55,28,1,"1531670400",0.08,1,0
398860,"Center of Paris in a Trendy Area",1446512,"Aude",NA,"Temple",48.86709,2.35466,"Entire home/apt",200,3,29,"1547740800",0.89,1,0
399237,"Charming house with a private court",1993577,"Freddy",NA,"Ménilmontant",48.85944,2.39069,"Entire home/apt",145,2,9,"1494172800",0.18,1,191
400221,"Great flat available in Paris!!!",1997803,"Eloïse",NA,"Ménilmontant",48.85749,2.40109,"Entire home/apt",70,5,0,"",NA,1,0
400471,"REPUBLIQUE & OBERKAMPF CHARMING & Q",1999094,"Stephanie",NA,"Popincourt",48.86684,2.3717,"Entire home/apt",80,9,0,"",NA,1,0
400709,"Central apartement view over Paris",726311,"Anne",NA,"Buttes-Chaumont",48.87504,2.38528,"Entire home/apt",243,2,70,"1560096000",0.91,5,260
401569,"Cozy and charming Parisian apartment St Mart",2004396,"Sarah",NA,"Entrepôt",48.88205,2.36415,"Entire home/apt",75,5,33,"1558454400",0.39,1,43
401887,"Exceptional Penthouse - Le Marais",2005968,"Michaele",NA,"Temple",48.8578,2.36228,"Entire home/apt",168,2,95,"1562601600",1.09,1,59
402413,"3 bedroom Loft  with view on Paris roofs!",2008576,"Irène",NA,"Entrepôt",48.87489,2.35249,"Entire home/apt",175,4,9,"1546358400",0.12,1,174
402516,"2bedroom 1000sqf Loft  Montorgueil",2008880,"Marco",NA,"Bourse",48.86641,2.34624,"Entire home/apt",210,5,118,"1562256000",1.34,1,38
404141,"Charmant appartement , Montmartre",2015446,"Mariama",NA,"Buttes-Montmartre",48.88829,2.3481,"Entire home/apt",47,3,34,"1547395200",0.67,1,0
404374,"Sorbonne and Saint-Germain des prés",1651752,"Myriam",NA,"Panthéon",48.84378,2.35124,"Entire home/apt",195,21,2,"1556553600",0.15,14,249
404717,"Great an typical apartment in Paris",2017043,"Noëlle",NA,"Ménilmontant",48.8681,2.38207,"Entire home/apt",120,6,52,"1561910400",0.62,1,16
405212,"Bastille - A parisian apartment",2019390,"Guillaume",NA,"Popincourt",48.85158,2.38071,"Entire home/apt",100,3,35,"1561651200",0.42,1,76
405847,"Paris Montparnasse sunny 57 m² flat",1574908,"Jürgen",NA,"Vaugirard",48.83644,2.3088,"Entire home/apt",52,300,0,"",NA,1,191
406852,"Charming & Comfortable Paris House",2026539,"Stéphanie",NA,"Ménilmontant",48.86181,2.40285,"Entire home/apt",269,2,94,"1560614400",1.07,1,12
406891,"PRIVATE ROOM IN MY CHARMING FLAT",2026938,"Fabrice",NA,"Popincourt",48.85806,2.38081,"Private room",39,2,257,"1561219200",2.91,1,258
406902,"A quiet place to stay in Le Marais",971617,"Lara",NA,"Hôtel-de-Ville",48.8537,2.36794,"Entire home/apt",100,2,251,"1562342400",2.87,1,177
407273,"Typical Parisien appartement",396975,"Olivier",NA,"Batignolles-Monceau",48.89001,2.3235,"Entire home/apt",200,2,0,"",NA,1,365
407428,"A family flat in the heart of Paris",2029540,"Yan",NA,"Reuilly",48.84978,2.38015,"Entire home/apt",100,4,8,"1556812800",0.11,1,280
407501,"Charming Studio in Center of Paris",903406,"Ken",NA,"Bourse",48.86813,2.35097,"Entire home/apt",45,3,16,"1465488000",0.2,2,0
407502,"Charming Studio in Paris Center",903406,"Ken",NA,"Bourse",48.86799,2.35143,"Entire home/apt",45,3,71,"1469980800",0.82,2,0
407579,"4 BR and magical views of rooftops!",2030065,"Anne",NA,"Entrepôt",48.87743,2.35121,"Entire home/apt",290,4,23,"1556985600",0.27,1,62
408145,"BEAUTIFUL STUDIO IN BELLEVILLE",1894421,"Christine",NA,"Buttes-Chaumont",48.87713,2.38308,"Entire home/apt",70,2,60,"1561219200",0.81,1,25
408172,"Cosy flat in North Paris close to Montmartre",1031080,"Nicolas & Thomas",NA,"Opéra",48.8812,2.34885,"Entire home/apt",90,2,11,"1559404800",0.43,1,0
409039,"Lovely apt of 50 m² in Montmartre!",2036495,"Charles",NA,"Buttes-Montmartre",48.88966,2.3491,"Entire home/apt",80,3,103,"1558713600",1.18,1,0
409112,"Appartment in Paris near Montmartre",2036771,"Cerise",NA,"Buttes-Montmartre",48.89595,2.34592,"Entire home/apt",49,5,53,"1552838400",0.61,1,0
409618,"CHARMING 1BR HEART OF THE MARAIS",656386,"Emanuele - Maria",NA,"Hôtel-de-Ville",48.85769,2.35773,"Entire home/apt",146,90,4,"1501430400",0.11,35,283
409638,"3 bedr & 2 bathr in trendy Paris",2039223,"Delphine",NA,"Popincourt",48.86345,2.3757,"Entire home/apt",175,2,56,"1562428800",0.7,2,13
410242,"Haussmann-170 m2-3 bedrooms-",2042274,"Valérie",NA,"Opéra",48.88129,2.32855,"Entire home/apt",320,3,59,"1560873600",0.77,1,191
411911,"Cosy 1 bedroom apartment (31 sqm)",1921063,"Virginie",NA,"Observatoire",48.83171,2.32065,"Entire home/apt",75,2,42,"1561824000",0.49,1,165
412016,"Your Pretty Studio in Belleville",2050881,"Guido",NA,"Ménilmontant",48.87183,2.38819,"Entire home/apt",35,3,13,"1451923200",0.15,1,0
412350,"Cosy&bohème in Belleville, Paris.",2052689,"Romain",NA,"Buttes-Chaumont",48.87513,2.37986,"Entire home/apt",50,50,14,"1509552000",0.16,1,192
412379,"Cosy DUPLEX PARIS18è-5mn Montmartre",2052794,"Erik",NA,"Buttes-Montmartre",48.89117,2.35916,"Entire home/apt",70,3,24,"1558800000",0.39,1,193
413159,"charming apartment under the roofs",2055732,"Séverine",NA,"Ménilmontant",48.86753,2.38709,"Entire home/apt",100,3,1,"1561910400",1,1,1
413179,"Studio  au coeur de Paris",2055771,"Marjanovic",NA,"Popincourt",48.86186,2.37334,"Entire home/apt",120,3,141,"1562256000",1.7,1,203
414390,"Perfect Apartment in the heart of P",2061052,"Agnès",NA,"Panthéon",48.84133,2.36166,"Entire home/apt",100,5,23,"1546358400",0.29,1,96
416129,"Paris 06: 2R Flat in Latin Quarter.",2069228,"Isabelle",NA,"Luxembourg",48.85304,2.33885,"Entire home/apt",140,3,201,"1561910400",2.33,1,64
417214,"Great Paris loft*style apt 4bdrms",2074890,"Aviva & Jean-Yves",NA,"Buttes-Montmartre",48.88931,2.34604,"Entire home/apt",250,7,1,"1504108800",0.04,1,206
417445,"THE LOVE STUDIO : HEART OF ST GERMAIN with A.C",2075789,"Jeff",NA,"Luxembourg",48.85289,2.33821,"Entire home/apt",91,2,382,"1560873600",4.38,1,122
417521,"Lovely 2bedrooms flat in Montmartre",2075945,"Rafael",NA,"Buttes-Montmartre",48.89405,2.34039,"Entire home/apt",80,14,20,"1532793600",0.23,2,319
417641,"Elegant Studio, view Eiffel Tower.",2076540,"Federico",NA,"Luxembourg",48.84684,2.31798,"Entire home/apt",73,6,4,"1495296000",0.05,1,0
418557,"Big room in shared flat/Ménilmonant",758589,"Louise Et Louis",NA,"Ménilmontant",48.86258,2.40065,"Private room",39,5,36,"1531929600",0.42,2,160
418797,"4 pers Marais Place des Vosges",2069411,"Olivier",NA,"Hôtel-de-Ville",48.85514,2.36265,"Entire home/apt",299,1,342,"1527696000",3.88,1,340
419721,"Furnished Studio Montmartre + Pool",2087462,"Marc",NA,"Buttes-Montmartre",48.89148,2.33792,"Entire home/apt",80,2,56,"1537027200",0.78,2,0
419747,"Sunny Haven in the Heart of Paris",2087611,"Heidi",NA,"Reuilly",48.84768,2.37775,"Entire home/apt",181,5,2,"1529856000",0.15,1,0
419757,"Lovely quiet Appartment Montmartre",2087649,"Frederique",NA,"Buttes-Montmartre",48.88416,2.35042,"Entire home/apt",125,2,14,"1560614400",0.16,1,303
419758,"Appartement quartier pavillonnaire",2087682,"Virginie",NA,"Buttes-Chaumont",48.87981,2.39345,"Entire home/apt",135,5,112,"1560960000",1.29,1,234
419840,"Charmant triplex in Montmartre",2087971,"Maria Donata",NA,"Buttes-Montmartre",48.88323,2.33721,"Entire home/apt",170,4,2,"1398528000",0.03,1,0
420698,"Large Charming apartment, 90 sm",2092212,"Vanessa",NA,"Popincourt",48.86189,2.37221,"Entire home/apt",180,5,4,"1362499200",0.05,1,307
420981,"Grand et beau loft sur cour privée",2093628,"Camille",NA,"Entrepôt",48.87302,2.37086,"Entire home/apt",190,6,12,"1469980800",0.14,1,183
422107,"Magic view on the EiffelTower",2094629,"Pénélope & Georges",NA,"Vaugirard",48.83932,2.29933,"Private room",90,3,172,"1562515200",2,1,203
422109,"Beautiful duplex in Bastille !",2009437,"David",NA,"Reuilly",48.85108,2.37345,"Entire home/apt",120,2,21,"1562688000",0.25,1,169
422295,"Apart&balcony on the canal(parking)",2100127,"Candice & Alexandre",NA,"Buttes-Chaumont",48.89096,2.38218,"Entire home/apt",95,5,21,"1546358400",0.25,1,215
422340,"Quartier Latin.Very bright andquiet",2100502,"Karen",NA,"Panthéon",48.8406,2.35669,"Private room",60,4,106,"1562428800",1.23,1,2
422409,"UNIQUE APT IN A HOUSELIKE/TRIPLEX",2100843,"Sophie",NA,"Temple",48.863,2.3538,"Entire home/apt",150,6,45,"1561392000",0.52,1,337
422901,"WHOLE FLAT Montparnasse /Denfert Rochereau",2095717,"Nina",NA,"Observatoire",48.83343,2.32572,"Private room",50,4,89,"1561132800",1.04,1,314
423502,"Lovely two bedrooms apartment in Marais",2101219,"Bertrand",NA,"Hôtel-de-Ville",48.85704,2.35882,"Entire home/apt",315,6,3,"1555171200",0.04,1,315
424737,"Montmartre/Martyrs - balcony flat",2111586,"Caroline",NA,"Opéra",48.8781,2.34291,"Entire home/apt",90,7,23,"1556812800",0.26,1,28
425908,"60M2amazing, sunny flat center Pari",2032568,"Veronique",NA,"Reuilly",48.84701,2.4007,"Entire home/apt",56,6,6,"1532102400",0.07,1,264
428594,"Great 2 bedrooms, 6 guests, central",1981912,"Titien",NA,"Gobelins",48.83393,2.3631,"Entire home/apt",100,1,21,"1472400000",0.24,1,0
429194,"LOFT lumineux - Arts & Metiers",2133227,"Cédric",NA,"Temple",48.85931,2.36277,"Entire home/apt",139,3,115,"1560787200",1.31,1,267
429331,"Bastille Bercy 4* Chic One Bedroom",2133898,"Pierrette",NA,"Reuilly",48.84058,2.39606,"Entire home/apt",105,4,38,"1538928000",0.44,2,191
429716,"Cozy one bedroom apt near rue Cler.",2136248,"Nathalie Et Gil",NA,"Palais-Bourbon",48.86175,2.30655,"Entire home/apt",125,3,25,"1368892800",0.29,1,0
431420,"Sweet, Cosy & Cheap Appart in PARIS",1262157,"Ben",NA,"Ménilmontant",48.87023,2.39256,"Entire home/apt",50,4,30,"1556985600",0.35,1,267
432537,"Luxury loft: 15ft high, 1200sq ft!",2134754,"Phil",NA,"Batignolles-Monceau",48.89434,2.3059,"Entire home/apt",349,7,10,"1559232000",0.14,1,0
432800,"Studio / Appartement in Paris close to Montmatre",2151212,"Vittorio",NA,"Buttes-Montmartre",48.88971,2.35464,"Entire home/apt",50,1,31,"1556035200",0.6,1,364
432812,"The most central",2151250,"Nicolas",NA,"Palais-Bourbon",48.85822,2.32946,"Entire home/apt",160,4,56,"1562169600",0.65,1,84
434622,"APPARTMENT PERE LACHAISE/VOLTAIRE",2159567,"Catherine",NA,"Popincourt",48.85989,2.38588,"Entire home/apt",65,3,12,"1466784000",0.14,1,2
434658,"3 BEDROOMS STYLISH FLAT- GREAT AREA",2159676,"Emmanuel",NA,"Observatoire",48.83288,2.33059,"Entire home/apt",230,2,65,"1560873600",0.74,1,109
434678,"Cosy appartement in Eastern Paris",2159626,"Agathe",NA,"Popincourt",48.85152,2.38999,"Entire home/apt",74,3,10,"1451750400",0.12,2,0
434981,"Marais, nice flat in a quite street",1749250,"Arnaud",NA,"Temple",48.85946,2.36715,"Entire home/apt",120,30,36,"1500912000",0.41,1,68
